frame,ear,threshold,mov_ear_3,mov_ear_5,mov_ear_7
45,0.28791053189813687,0,0.2812566761216164,0.2934405623715485,0.29223185407660296
46,0.3090777053927114,1,0.2879603354323332,0.289406523024908,0.29260248638585573
47,0.2941848813669793,0,0.29705770621927563,0.28897911982804947,0.28596083195483274
48,0.2868297114762689,0,0.29669743274531984,0.28917326544342326,0.2860656327664274
49,0.2678634970830196,0,0.2829593633087561,0.28953122569214074,0.29093564711821734
50,0.28970033314172405,0,0.2814645139003377,0.2879122585073347,0.29284688122283875
51,0.3009828694686809,1,0.28618223323114184,0.28933311636003617,0.28922409469109134
52,0.30128917063048644,0,0.2973241244136305,0.28871081399887827,0.29137247359533724
53,0.2837181996704795,0,0.29533007992321575,0.2969828213216143,0.2948760153026842
54,0.30922353369670014,0,0.2980769679992221,0.30131365537880905,0.2885886889498711
55,0.31135450342769805,0,0.3014320789316258,0.2858875240077385,0.273146324660721
56,0.2238522126133281,0,0.2814767499125755,0.2619504465051758,0.25702951585884903
57,0.1816037831176729,0,0.23893683305289967,0.24283984814219545,0.2473881463340954
58,0.18816520785557772,0,0.19787373452885978,0.22775505819429753,0.24040428762860774
59,0.23379958395721082,0,0.20118952497682052,0.2124503952551713,0.23312188025426245
60,0.23483118873206743,0,0.21893199351495163,0.2193292891477622,0.2270568572065384
61,0.25824668207628226,0,0.24229248492185343,0.23678840094295345,0.2370125953612336
62,0.2688993420936303,0,0.25399240430065956,0.25786383531107687,0.25091743908781666
63,0.2935423796961954,0,0.2735628012887024,0.2668914563603856,0.2622052150351796
64,0.27893768920375317,0,0.2804598036645262,0.273361146511396,0.2700945623046823
65,0.2671796394871168,0,0.2798865694623558,0.2795168130648854,0.28101365279072815
66,0.289025014843731,0,0.2783807811782009,0.2879899090730369,0.28757901220990945
67,0.31126482213438733,1,0.2891564921550784,0.2901222727359084,0.29262256305518414
68,0.30420419801055254,0,0.3014980116628898,0.29517557449726795,0.29371189926043123
69,0.30420419801055254,0,0.3065577393851638,0.30197319322642924,0.29887419554960104
70,0.3011677331329251,0,0.30319204305134306,0.3071829429032718,0.30625432986717627
71,0.3150737632279439,0,0.30681523145713996,0.30869809441842333,0.3100869574259499
72,0.3188405797101449,0,0.311694025357004,0.31102793636734205,0.31004299686137315
73,0.3158534077551447,0,0.3165892502310778,0.3123785164017015,0.3126545157772398
74,0.31095709818234923,0,0.3152170285492133,0.31664193585944034,0.3137529076584024
75,0.32248483042161974,0,0.31643177878637135,0.3160057714495899,0.31517483064769636
76,0.31189294117869015,0,0.3151116232608864,0.3144618943191574,0.3162483146682951
77,0.3111211940579834,0,0.3151663218860972,0.3158088430425551,0.3177290235183047
78,0.3225881513721327,0,0.31520076220293564,0.3194585317381275,0.31865125289785723
79,0.3292055416602124,0,0.3209716290301093,0.31942336833620644,0.3235738456242098
80,0.32230901341201174,0,0.32470090214811975,0.3261278295538318,0.3262113201208215
81,0.3454152472668164,0,0.3323099341130143,0.3320930211218155,0.33107242984166213
82,0.3409471518978986,0,0.33622380419224385,0.33675953269230374,0.33754926777147987
83,0.34592070922457685,0,0.34409436946309785,0.3422102362736027,0.34258534680196717
84,0.3564590595667046,0,0.3477756402297274,0.349316574508309,0.344918482450434
85,0.3578407045855434,0,0.3534068244589423,0.34934102329484135,0.34452528848333536
86,0.34553749119947785,0,0.3532790851172436,0.34506292404372585,0.34325605373764795
87,0.31955665564232383,0,0.3409782838091158,0.343184903008212,0.34541425631262157
88,0.3365306040470075,0,0.3338749169629362,0.3431040050794138,0.34635000534403815
89,0.35605456992271617,0,0.3373806098706815,0.3420300546512031,0.3421279027425633
90,0.35247095244449256,0,0.348352042138071,0.3383034246825837,0.33978201522337975
91,0.3269043413563832,0,0.3451432879078631,0.3426759919443711,0.34025508646065206
92,0.34141949195126003,0,0.34026492858404467,0.3451396691070471,0.345942404822014
93,0.34884898986038543,0,0.3390576077226761,0.34580233195687526,0.34743570086708125
94,0.35936788417185583,0,0.34987878866116756,0.34470487674047234,0.3524134302320507
95,0.3469836763624784,0,0.3517335167982398,0.3575037435646962,0.3556263350283209
96,0.39089867547750157,0,0.3657500786706116,0.36421210237812074,0.3616044313068179
97,0.3749612860183814,0,0.3709478792861205,0.36819250746721577,0.3621885925490303
98,0.36875101530585974,0,0.3782036589339152,0.36542065476219393,0.36315423737525976
99,0.3455086206467464,0,0.36307364065699704,0.367145620218497,0.3623098782459197
100,0.3556085036439915,0,0.35662271319886685,0.3596573591762919,0.35961853306062913
101,0.35345737026647583,0,0.35152483151907177,0.35029395398570384,0.3541787007484934
102,0.3281442600654425,0,0.34573671132530376,0.34710772078304186,0.35419129587117887
103,0.3528198492925522,0,0.3448071598748233,0.3530158870291288,0.3512996740669614
104,0.37504945187718286,0,0.35200452041172525,0.35159611883559805,0.3542210643118935
105,0.3485096626763378,0,0.35879298794869047,0.3540963152545572,0.35389430104247516
106,0.3659583523612716,0,0.3631724889715973,0.35913169539308143,0.3542653295647956
107,0.35332116075806586,0,0.35592972526522476,0.35977863951911504,0.3551537759019843
108,0.35605456992271617,0,0.3584446943473516,0.35164142602883147,0.3574388578790685
109,0.3343633844257645,0,0.34791303836884896,0.35570257811999184,0.35365411441988925
110,0.36881542313213794,0,0.35307779249354115,0.3522221571803229,0.3545307673404489
111,0.34855624766292426,0,0.3505783517402771,0.35248717165276133,0.3527531319063572
112,0.3546462331202553,0,0.3573393013051079,0.3519792385327435,0.350802508460184
113,0.35351490432263055,0,0.3522391283686043,0.35303992097456105,0.34791677242773134
114,0.3396667966348531,0,0.34927597802591254,0.346447719887243,0.3482799039145448
115,0.33585441769555346,0,0.3430120395510106,0.3441175313213492,0.3468981308679996
116,0.3369053048334554,0,0.3374755063879533,0.3450168870585628,0.34615989007641346
117,0.3591430118063243,0,0.3439675781117775,0.3429916186184016,0.34209928487312674
118,0.3433885621218256,0,0.346478959587202,0.34030265863088116,0.3379641427067658
119,0.3262219966972523,0,0.34291785687513254,0.33804555692339167,0.33857430807026184
120,0.32456890915810566,0,0.331393155992392,0.33945208679256494,0.3370481211936617
121,0.3439379541793234,0,0.33157628667822553,0.33265770634316993,0.3336780981205903
122,0.3251711095593504,0,0.33122599096559213,0.3266430225831968,0.32897553718027694
123,0.3133151433219614,0,0.32747473568687724,0.32664364028857307,0.33027302151208665
124,0.32622508522413163,0,0.32157044603514606,0.33222404894585084,0.3302734627302125
125,0.35247095244449256,0,0.33067039366352685,0.3286814751548121,0.32467720464170213
126,0.32622508522413163,0,0.33497370763091777,0.32072627375064827,0.3113477833457229
127,0.28539510253853184,0,0.3213637134023841,0.30818964610775057,0.3049959162365151
128,0.25063200510746997,0,0.28741739762337676,0.2990862370219034,0.30098846079746266
129,0.2807080397948942,0,0.27224504914696485,0.28564463758272324,0.30192742409921486
130,0.28526295524859346,0,0.2722010000503185,0.2869591862051763,0.3018574736748282
131,0.33279782833639415,1,0.299589607793294,0.3002764255922273,0.31491844455084106
132,0.35198129947378476,0,0.32334736101959055,0.3336804008419776,0.32601189723614965
133,0.4176518813562177,0,0.3674770030554673,0.3501486471501366,0.3394577534100601
134,0.3630492713356872,0,0.37756081738856534,0.362046655765387,0.3490492565158547
135,0.34475299832483985,0,0.37515138367225137,0.3650568024051992,0.36373862328958595
136,0.34784856153545984,0,0.3518836103986634,0.3722782470433842,0.37124266302258185
137,0.3880885226647105,0,0.36023002750833655,0.3658130920656134,0.37434751909814323
138,0.38532610646736454,0,0.37375439688917805,0.36794629619901825,0.3717576234512602
139,0.37371529200271125,0,0.38237664037826374,0.37890021889965764,0.3722592995724148
140,0.3995226118280389,0,0.3861880034327072,0.3826427074293207,0.37679922490779105
141,0.3665610041837718,0,0.3799329693381755,0.3803314980308741,0.3728234860810592
142,0.37653247567247794,0,0.38087203056142965,0.36726995468706747,0.3414031100346589
143,0.32001838974833496,0,0.35437062320152773,0.3261560743545061,0.3099024094788772
144,0.16814589033990546,0,0.28823225192023944,0.27921579250427725,0.28929556176432975
145,0.16482120257689808,0,0.2176618275550458,0.2517970632676992,0.2724552854302595
146,0.22946735800088308,0,0.187478150305895,0.2328187036311135,0.25977637811538606
147,0.2816406774895512,0,0.22530974602244194,0.22437675627737833,0.2542000589888472
148,0.27780865297966173,0,0.26297222949002946,0.2582472265667377,0.2531360904153794
149,0.3374982417867035,1,0.2989825240853037,0.28779710799817054,0.27693079024594575
150,0.3125706097340582,0,0.3092925015001408,0.30884539422876855,0.29684264673646815
151,0.3347087891538726,0,0.3282592135582121,0.31335809833296935,0.3101057403666293
152,0.30420419801055254,0,0.31716119896616135,0.3222581704194397,0.31610472001440015
153,0.32230901341201174,0,0.32040733352547807,0.31948522906688764,0.3229140565808706
154,0.3236335350239419,0,0.3167155821488355,0.32206590890906595,0.3208180143617331
155,0.32547400894494827,0,0.3238055191269685,0.31968934032883994,0.32077505563691083
156,0.3228259462527433,0,0.32397783007387915,0.3213024804587903,0.3185094320081104
157,0.3122698986603055,0,0.3201899512859991,0.3206105625268421,0.3237235286153819
158,0.31884942375227077,0,0.31798175622177166,0.3240244303743438,0.32368743728409705
159,0.34070287426145407,0,0.3239407322246753,0.32334090340395677,0.32781190826745743
160,0.3220563740930189,0,0.32720289070224595,0.3292766805349018,0.3265330309561654
161,0.35250483190746784,0,0.338421360087312,0.3301270743560224,0.32648430012314833
162,0.31652186776590585,0,0.3303610245887967,0.33085415568989307,0.3305888802081774
163,0.32248483042161974,0,0.3305038433649988,0.33091397268870393,0.3322065707021246
164,0.3410019592555073,0,0.3266695524810122,0.33253734931208073,0.3307635477417037
165,0.3301732572099021,0,0.3312200156290099,0.32815672563828857,0.33237608522708634
166,0.3306017135385029,0,0.3339256433346378,0.3315211793832461,0.3280140080226112
167,0.3333441364906965,0,0.3313730357463669,0.3314182715941499,0.33106526172385337
168,0.32197029147614453,0,0.32863871383511406,0.33079400847796875,0.33591581447918223
169,0.3378806436745999,0,0.33106502388047926,0.3360470969777737,0.3349448914609527
170,0.35643869970892617,0,0.33876321161988915,0.33676785389565256,0.33313900309429456
171,0.33420549812789857,0,0.34284161383714223,0.3336054343261722,0.3336428958004599
172,0.3175320386432922,0,0.3360587454933726,0.3360371685272767,0.3365780925122134
173,0.33412896248166146,0,0.32862216641761915,0.33923914248695014,0.3413508424127402
174,0.3538905134729711,0,0.3351838381993086,0.33902731070113107,0.3442701943613581
175,0.3553795407798277,0,0.3477996722448206,0.34384943253853634,0.34429022220600963
176,0.35831610731493,0,0.3558620538559083,0.3516588037341748,0.3419082994224943
177,0.3565788946214883,0,0.3567581809054137,0.3483394189665006,0.3463836606455096
178,0.3175320386432922,0,0.3441423468599017,0.3473332297127868,0.34860749330140706
179,0.34885956720440003,0,0.3409901668230593,0.34619647977141027,0.3520942066280749
180,0.34969579107294624,0,0.3386957989735464,0.3501927596603537,0.35059591353905056
181,0.3782975067596417,0,0.35895095501233004,0.3478552785673884,0.34980708154507617
182,0.34489148915666057,0,0.3576282623297497,0.354907727510151,0.3512880382462892
183,0.3527942833571085,0,0.35866109309113625,0.3585249323752663,0.3599688194057679
184,0.3669455915299792,0,0.35487712134791377,0.3642452755126058,0.3492070387220575
185,0.3782975067596417,0,0.3660124605489088,0.3432911946443625,0.3325844831820299
186,0.2735271024184297,0,0.3395900669026825,0.3209804772715813,0.31179296221299985
187,0.23333790229275347,0,0.2950541704902747,0.2969729925954468,0.29346032240745706
188,0.23275685997643486,0,0.24654062156253786,0.2668964763930234,0.2715292984026639
189,0.2165630105178617,0,0.22755259092901525,0.23109239810580534,0.25250263331590617
190,0.19927711532355333,0,0.21619899527261546,0.22313876480665443,0.23585214697347417
191,0.23375893592267039,0,0.21653302058802856,0.22882000482062778,0.23040992178153427
192,0.2617441023626212,0,0.2315933845362821,0.22935493804031068,0.23440099544501233
193,0.23543152607484652,0,0.24364485478671347,0.23829741952415873,0.23516803489410673
194,0.2612754179370984,0,0.2528170154581891,0.2460672236834668,0.24310005431736872
195,0.23812613612009176,0,0.24494436004401385,0.2537328657950709,0.25328221384478206
196,0.272087146480696,0,0.25716290017929566,0.25549449172563643,0.2564398135907747
197,0.27055223201544437,0,0.2602551715387449,0.2595806133395911,0.2571396995004359
198,0.2558621341446212,0,0.26616717088025393,0.2606541904982208,0.26238766083651655
199,0.2666433037302478,0,0.26435255663010554,0.26746241435968443,0.26173929343257946
200,0.27216725542741416,0,0.2648908977674272,0.2643923542854537,0.26427300743608334
201,0.2567368461095426,0,0.26518246842240006,0.26145433471128854,0.2565408348076557
202,0.2558621341446212,0,0.26158874522719106,0.2538742954987043,0.2491635537207943
203,0.21796193808169875,0,0.24352030611195374,0.2443278876341381,0.24148844493335173
204,0.21891126440741476,0,0.23091177887791284,0.23032171107516036,0.23461229172375248
205,0.20213637263252301,0,0.21300319170721357,0.22267638810586304,0.22918219487241792
206,0.21851023126305374,0,0.21318595610099797,0.21833527677055287,0.22805604128613158
207,0.2341565774680705,0,0.21826772712121567,0.22451364335531993,0.2272141185021275
208,0.24885377100553735,0,0.23384019324555302,0.23072512540515505,0.2333688507702212
209,0.24996867465659195,0,0.24432634104339948,0.2425068636703216,0.23704747326647485
210,0.26104506395834937,0,0.25328916987349476,0.24773714179394943,0.24546300059873566
211,0.24466162188119678,0,0.25189178683204716,0.25311483909200516,0.25799175276258524
212,0.26104506395834937,0,0.25558391659929924,0.2645863841728982,0.26034406425568335
213,0.30621149641000167,1,0.27063939408318066,0.2647172008255311,0.2630059388912867
214,0.2506227579197504,0,0.27262643942936887,0.2660055667248116,0.26405429520436535
215,0.2674868934547637,0,0.2747737159281722,0.2685346761182018,0.2680171725578658
216,0.25730716884814453,0,0.25847227340755313,0.2740827044131038,0.2742796698845841
217,0.28878520543286484,0,0.2711930892452538,0.2705402257647478,0.27627051511660333
218,0.28849910316821564,0,0.27819715914974097,0.27541187029729314,0.26760033189113336
219,0.27498098058248654,0,0.2840884297278545,0.2710185343726835,0.26998940073789257
220,0.24552021383170686,0,0.26966676586080496,0.27302634857246916,0.2707918268665748
221,0.2673462398470773,0,0.26261581142042206,0.26989008275700427,0.27447363438510514
222,0.2731038763555286,0,0.261990110011439,0.26880622641893126,0.27141092501570696
223,0.28307982147786215,0,0.27450997922682063,0.26727927827184883,0.2699108326213511
224,0.2673462398470773,0,0.27450997922682063,0.2737749267870527,0.26892790432002095
225,0.27799845640772514,0,0.2761415059108856,0.2739257753122729,0.27204590803650114
226,0.26810048247317897,0,0.2711483929093248,0.2727742480105803,0.27202562687149623
227,0.2673462398470773,0,0.2711483929093248,0.26959913805341673,0.27762077291503473
228,0.26720427169203914,0,0.2675503313374274,0.27858386981606315,0.2795229319622986
229,0.3122698986603055,1,0.2822734700664711,0.2822631654962578,0.2845137037009806
230,0.2963949348087082,0,0.2919563683870147,0.28909939740519236,0.28927081193037296
231,0.3022816420178507,0,0.3036488251622842,0.2978897922384732,0.29569064373817106
232,0.3112982140134728,0,0.30332493028000823,0.3070567989256176,0.3029738050665531
233,0.31303930512775624,0,0.30887305371969376,0.30826849302270604,0.3074038904053497
234,0.3183283691457429,0,0.3142219627623272,0.30863247987368825,0.3088920924337718
235,0.2982148690636155,0,0.3098608477790397,0.3127136140419708,0.31601342115832104
236,0.32268731285926544,0,0.3130768503562062,0.31970281841538506,0.32064587074918294
237,0.34624423588055264,0,0.3223821392678066,0.32403671522060906,0.32191690467978973
238,0.3347087891538726,0,0.3345467792978951,0.32441013169700456,0.32063422822356
239,0.32019545152772805,0,0.3337161588540501,0.325579271871112,0.32170510815968256
240,0.3040605699341486,0,0.319654936871918,0.3262067150389811,0.3254735927205437
241,0.32582452869860934,0,0.3166935167201596,0.3218767200607999,0.3237600819877043
242,0.3245942609896477,0,0.31815978654079896,0.31707350977590065,0.31871906231653213
243,0.31069273772938255,0,0.3203705091392095,0.31522583910682445,0.31694766578197936
244,0.31095709818234923,0,0.3154146989671223,0.31887552780239614,0.3193274010488279
245,0.32230901341201174,0,0.3146529497745784,0.321081341741808,0.3252039354374777
246,0.33685359839566176,0,0.32337323666333856,0.3252017516748197,0.3295462030245752
247,0.34519631065469647,0,0.3347863074874577,0.33430728449060043,0.3278235373230416
248,0.35622040180827985,0,0.3460901036195499,0.33462298506991317,0.3306388026867028
249,0.31253560107891043,0,0.3379841045139642,0.33624110144251346,0.32026853727472016
250,0.33039959527500956,0,0.33305186605406806,0.31654342982307354,0.3069081061019046
251,0.2383652402984676,0,0.2937668122174604,0.29326136673259384,0.2964125624485092
252,0.22878599520230802,0,0.2658502769252588,0.27469424493531563,0.2837239888055194
253,0.2633847928219021,0,0.24351200944088683,0.26346238375028863,0.272551028632094
254,0.2563762951537678,0,0.24951569439265597,0.2529844008141481,0.2659995583626166
255,0.2780096805943081,0,0.2659235895233252,0.2586464145929682,0.25534078763007934
256,0.26667530919255716,0,0.26702042831354805,0.26404685558195806,0.2639834156393895
257,0.25578820014725434,0,0.2668243966447079,0.2711426242903059,0.2721828385516939
258,0.29886363636363633,0,0.27377571523448313,0.27710375637723816,0.27790993182099605
259,0.28618195558843634,0,0.2802779306997725,0.2821967093997785,0.28041415604514797
260,0.30347444570701343,1,0.29617334588635913,0.28364282050583256,0.28158413206657784
261,0.27390586472282863,0,0.2878540886727592,0.289725083025246,0.28825085316117743
262,0.28619951274431266,0,0.2878599410580544,0.29262082712347137,0.30059742442563425
263,0.31334235685476497,1,0.29114924477397136,0.30382727580547453,0.30299139193176117
264,0.3422141989984506,0,0.3139186895325092,0.306256668445377,0.31209936529686744
265,0.31562140890652124,0,0.32372598825324417,0.3214630493296454,0.31664339620945114
266,0.34993776914417246,0,0.33592445901638257,0.33127967919980106,0.3266824865174596
267,0.3352826620951022,0,0.3336139467152653,0.3374471072046276,0.33202709425344573
268,0.3441794968788955,0,0.3431333093727223,0.33372662078418214,0.33721400968127974
269,0.32361176689621646,0,0.33435797529007044,0.3405324919727974,0.3320567558568562
270,0.3496507648496021,0,0.3391473428749047,0.3317676225894587,0.32987945195493956
271,0.3061134222274804,0,0.32645865132443436,0.32478714648906076,0.32679543980383535
272,0.3003802815931117,0,0.318714822890063,0.32162118393057143,0.3234306088335432
273,0.3283496840864445,0,0.311614462635679,0.31924459961193746,0.31908634715785567
274,0.311728845303056,0,0.313486270327535,0.3120683796718339,0.3183972992313703
275,0.3137696651490758,0,0.31794939817952655,0.3146033815085019,0.31312065251149435
276,0.31878843141081914,0,0.31476231395431853,0.31707017275197413,0.3149366366329076
277,0.31271423781046215,0,0.3150907781234575,0.31516529815015987,0.31657848247313325
278,0.3188253110773826,0,0.3167759934328889,0.31519416958448687,0.31426970146145145
279,0.3118732024746823,0,0.3144709171208433,0.3148778799556055,0.31336177608069704
280,0.31218821700467103,0,0.3142955768522455,0.312194867200995,0.3132061036666199
281,0.30537336763777523,0,0.3098115957057104,0.31218801128900964,0.31232856756373295
282,0.31267995825053674,0,0.3100805142976621,0.3109520848116574,0.3122084196586213
283,0.31264567869061133,0,0.3102330015263088,0.3109520848116574,0.3132871639070223
284,0.3118732024746823,0,0.31239961313861403,0.31378974557395906,0.31326654145393157
285,0.32637652081618057,0,0.3169651339938279,0.3150608411070152,0.31320091692512825
286,0.311728845303056,0,0.31665952286464005,0.3148706185175172,0.3172682066090228
287,0.311728845303056,0,0.31661140380742836,0.3191103618644007,0.32317354807194526
288,0.33384439542503397,0,0.3191006953437115,0.32753919106766316,0.3275324571764194
289,0.35401734849100464,0,0.3331968630730273,0.3308954953888133,0.3297250866212766
290,0.3431580424219278,0,0.34367326211265475,0.3339940480459404,0.32981677617911487
291,0.3272216085886832,0,0.34146566650053956,0.33705194852954035,0.33092651596011535
292,0.3270183477210568,0,0.33246599957722367,0.3341824741985448,0.33191673551773704
293,0.3194970237700538,0,0.32457899335993073,0.32711108094162566,0.32875737121459686
294,0.31866038220640436,0,0.3217252512325028,0.32082524151784925,0.3227161564734615
295,0.311728845303056,0,0.31662875042650285,0.3177266888607221,0.31833652075943675
296,0.311728845303056,0,0.3140393576041684,0.3148231378012639,0.31731226269856244
297,0.3125005924237627,0,0.31198609434328733,0.31493409347976636,0.3163275191404641
298,0.3200518021625607,0,0.31476041329645926,0.3152270456013582,0.3162965236078646
299,0.32012514281435656,0,0.31755917913356296,0.3167372875491196,0.319731715351056
300,0.31928005504185397,0,0.3198190000062624,0.3229328633702579,0.3199622170013003
301,0.3427067244087385,0,0.3273706407549876,0.3231012162564582,0.3199622170013003
302,0.31334235685476497,0,0.32510971210178735,0.32143662488455504,0.3214736695882944
303,0.311728845303056,0,0.32259264218885164,0.32202774842822635,0.320515177401465
304,0.3230807605327185,0,0.31605065423017703,0.320840208790807,0.32258532022023345
305,0.31334235685476497,0,0.31605065423017703,0.31922209241820665,0.3232435289726214
306,0.3346161425457407,0,0.3236797533110736,0.32133112430896915,0.31904861932205264
307,0.32388751630857293,0,0.32394867190302534,0.3216538266193112,0.320007111508882
308,0.31334235685476497,0,0.32394867190302534,0.32104803494528084,0.3263395074261289
309,0.3200518021625607,0,0.3190938917753006,0.32959068691908444,0.3274449778088727
310,0.35605561672377317,0,0.32981659191370244,0.3288312690523213,0.3304890912868907
311,0.33081905321192134,0,0.33564215736609054,0.33098399603078404,0.3287796608150891
312,0.3346511512008884,0,0.3405086070455307,0.33284555050845765,0.3286644099899669
313,0.3226501292431353,0,0.32937344455198075,0.333451342182488,0.33062139145488345
314,0.3230807605327185,0,0.3267940136589118,0.3276484642595676,0.33376698505263186
315,0.32704122710917305,0,0.3242573722950084,0.3298988450865437,0.3300772256451308
316,0.34207095734680415,0,0.33073098166290055,0.3290140750206206,0.32746530391184236
317,0.33022730087127594,0,0.3331131617757516,0.32699116938777595,0.3242444208530486
318,0.31253560107891043,0,0.3282779530989946,0.32479601123909846,0.32329470737997007
319,0.3121049697893273,0,0.3182892905798364,0.322588192803579,0.3176017156317893
320,0.31600213493158413,0,0.3135475685999391,0.31081996499330844,0.31149273258239213
321,0.28322981829544813,0,0.30377897433878803,0.3016301739717335,0.312184882116333
322,0.284278345763397,0,0.29450343299681,0.3085062545728306,0.30646343094368184
323,0.34691600408438794,1,0.3048080560477473,0.30412068914750706,0.309169009966504
324,0.29017714266271966,0,0.3071238308368341,0.3072151930089234,0.31219383670236717
325,0.3314746542386561,0,0.3228559336619223,0.31722498073790745,0.312206406253521
326,0.33327875694037923,0,0.3183101846139162,0.32358733594315936,0.3171213765160011
327,0.3160901217896501,0,0.3269478443228972,0.3177310571528437,0.32712554112101244
328,0.3176346101328201,0,0.3223344962876145,0.33055712821999633,0.32304221722840915
329,0.35430749799847006,0,0.32934407664031556,0.3279287447394978,0.33038764083251443
330,0.3183327368361728,0,0.330091614989153,0.3295920149297132,0.3318334199257699
331,0.3415951078914542,0,0.33807844757536526,0.3346930121500719,0.3308748958093202
332,0.3415951078914542,0,0.3338409842063565,0.3364799077485543,0.3354818291592129
333,0.32656908812522545,0,0.33658643463604204,0.33528613919663997,0.32754132082665216
334,0.3483386552389076,0,0.33883428375186025,0.32402980219038396,0.3189708392292841
335,0.2620510518048832,0,0.3123195983896731,0.3145736059754739,0.30430707530462897
336,0.29431412681690217,0,0.3015679446202313,0.28939186226990044,0.28181373631489187
337,0.21568638936358742,0,0.25735052266179065,0.2609063916375135,0.2624197850398267
338,0.1841417349632905,0,0.23138075038125785,0.23240615038293128,0.24847134905533
339,0.20583744896599598,0,0.20188852443095584,0.2257819472687032,0.23296927610403934
340,0.22893003623374564,0,0.2063030733876777,0.21488395082129727,0.23305867740619948
341,0.2398241445798704,0,0.22486387659320428,0.22428204513258265,0.2253582141376589
342,0.26267686092000675,0,0.2438103472445429,0.2355358749273478,0.22868591041537098
343,0.24041088393712068,0,0.2476372964789988,0.2421644377956625,0.2398867951986574
344,0.23898026330757335,0,0.24735600272156452,0.24888801623817186,0.24482585733738915
345,0.2625479284462942,0,0.2473130252303264,0.24900536410962104,0.24967978198859594
346,0.24041088393712068,0,0.2473130252303264,0.2490514936840583,0.2497451829719576
347,0.26290750879220004,0,0.2552887737252026,0.24902570718931544,0.24822514098975187
348,0.24028195146340814,0,0.24786678139757137,0.2516369679367159,0.2530853424781481
349,0.25203656704457555,0,0.25174200910005595,0.2540138411186348,0.25793482898075126
350,0.2744322943558908,0,0.25558360428795385,0.2605169980963694,0.25647205745329416
